Date,WTI,Gas,Gold,Bdiy,new_cases,vaccination,Dollar,Bitcoin,Snp,Open,High,Low,Volume,Energy
2020-01-02,61.17,2.122,1520.55,976.0,0.0,0.0,96.525,6967.0,3257.85,456.46,460.93,456.46,133.61,460.34
2020-01-03,63.0,2.13,1547.4,907.0,0.0,0.0,96.521,7343.1,3234.85,460.34,465.54,456.81,171.55,458.77
2020-01-06,63.27,2.135,1576.85,844.0,0.0,0.0,96.35,7759.1,3246.28,458.77,464.81,458.77,195.33,462.34
2020-01-07,62.7,2.162,1566.5,791.0,0.0,0.0,96.702,8155.7,3237.18,462.34,462.34,455.75,197.25,461.39
2020-01-08,59.65,2.141,1582.85,773.0,0.0,0.0,96.996,8059.6,3253.05,461.39,461.39,452.84,187.23,453.36
2020-01-09,59.56,2.166,1547.85,772.0,0.0,0.0,97.162,7842.4,3274.7,453.36,457.19,447.94,183.66,456.79
2020-01-10,59.02,2.202,1548.8,774.0,0.0,0.0,97.078,8187.1,3265.35,456.79,456.79,453.6,146.0,453.87
2020-01-13,58.17,2.182,1550.35,765.0,0.0,0.0,97.06,8111.4,3288.13,453.87,455.66,451.23,143.04,454.25
2020-01-14,58.34,2.187,1544.95,763.0,0.0,0.0,97.094,8829.2,3283.15,454.25,454.76,450.42,171.61,454.26
2020-01-15,57.86,2.12,1551.9,768.0,0.0,0.0,96.96,8818.3,3289.29,454.26,454.26,449.74,135.98,451.21
2020-01-16,58.52,2.077,1555.2,768.0,0.0,0.0,97.062,8726.9,3316.81,451.21,455.0,451.21,147.53,451.74
2020-01-17,58.55,2.003,1556.5,754.0,0.0,0.0,97.359,8913.1,3329.62,451.74,453.19,448.09,166.25,448.77
2020-01-21,58.25,1.895,1556.25,689.0,0.0,0.0,97.294,8732.6,3320.79,448.77,448.77,440.1,200.13,440.32
2020-01-22,56.76,1.905,1558.1,623.0,0.0,0.0,97.295,8678.5,3321.75,440.32,440.32,435.38,172.65,436.39
2020-01-23,55.51,1.926,1554.05,576.0,294.0,0.0,97.484,8405.1,3325.54,436.39,436.39,428.72,195.5,434.81
2020-01-24,54.09,1.893,1561.85,557.0,860.0,0.0,97.65,8439.9,3295.47,434.81,434.81,426.7,165.92,429.71
2020-01-27,53.09,1.902,1583.45,546.0,2428.0,0.0,97.767,8866.6,3243.63,429.71,429.71,417.65,196.95,417.87
2020-01-28,53.33,1.934,1579.6,539.0,7957.0,0.0,97.835,9377.3,3276.24,417.87,422.35,417.87,173.48,419.59
2020-01-29,53.29,1.877,1571.2,525.0,1769.0,0.0,97.819,9298.9,3273.4,419.59,423.58,414.99,164.02,415.12
2020-01-30,52.19,1.829,1580.4,498.0,6204.0,0.0,97.706,9507.3,3283.66,415.12,419.21,410.14,197.69,418.79
2020-01-31,51.58,1.841,1580.85,487.0,5079.0,0.0,97.213,9349.1,3225.52,418.79,418.79,403.32,264.59,405.45
2020-02-03,50.06,1.819,1578.85,466.0,9302.0,0.0,97.625,9296.6,3248.92,405.45,405.45,398.56,186.6,400.02
2020-02-04,49.59,1.872,1571.2,453.0,12034.0,0.0,97.809,9193.9,3297.59,400.02,408.57,400.02,195.87,400.81
2020-02-05,50.87,1.861,1552.2,430.0,11235.0,0.0,98.158,9611.8,3334.69,400.81,417.25,400.81,192.18,415.97
2020-02-06,50.94,1.862,1564.75,431.0,9486.0,0.0,98.381,9772.0,3345.78,415.97,417.44,410.91,131.42,411.64
2020-02-10,49.59,1.766,1574.05,411.0,7753.0,0.0,98.714,9854.1,3352.09,408.55,408.55,402.79,153.01,405.24
2020-02-11,50.0,1.788,1567.7,418.0,6128.0,0.0,98.594,10229.5,3357.75,405.24,410.89,405.24,145.07,409.47
2020-02-12,51.13,1.844,1566.75,421.0,1214.0,0.0,98.922,10317.7,3379.45,409.47,417.2,409.47,169.57,415.03
2020-02-13,51.41,1.826,1575.0,421.0,45456.0,0.0,98.958,10235.1,3373.94,415.03,415.74,410.97,183.73,413.15
2020-02-14,52.03,1.837,1576.35,425.0,19541.0,0.0,99.003,10333.0,3380.16,413.15,413.71,407.53,141.96,409.82
2020-02-18,52.1,1.981,1588.2,450.0,5558.0,0.0,99.333,10158.4,3370.29,409.82,409.82,402.65,163.4,406.42
2020-02-19,53.31,1.955,1609.5,465.0,1421.0,0.0,99.597,9609.4,3386.15,406.42,413.29,406.42,158.28,411.79
2020-02-20,53.77,1.92,1610.35,480.0,1667.0,0.0,99.776,9602.4,3373.23,411.79,415.68,410.06,172.55,411.11
2020-02-21,53.36,1.905,1633.7,497.0,1904.0,0.0,99.188,9684.5,3337.75,411.11,411.11,402.89,176.29,405.93
2020-02-24,51.36,1.827,1682.35,506.0,1778.0,0.0,99.284,9662.7,3225.89,405.93,405.93,386.34,236.98,386.7
2020-02-25,49.78,1.847,1655.9,508.0,2665.0,0.0,98.901,9317.2,3128.21,386.7,388.52,367.92,282.04,369.92
2020-02-26,48.67,1.821,1647.95,517.0,3075.0,0.0,98.938,8800.3,3116.39,369.92,373.2,358.94,278.31,358.94
2020-02-27,47.17,1.752,1646.6,529.0,4327.0,0.0,98.461,8818.6,2978.76,358.94,358.94,339.2,371.35,339.3
2020-02-28,44.83,1.684,1626.35,535.0,4448.0,0.0,98.081,8697.5,2954.22,339.3,343.55,325.99,459.4,343.53
2020-03-02,46.78,1.756,1609.7,539.0,6431.0,0.0,97.319,8904.8,3090.23,343.53,353.75,336.99,338.16,353.68
2020-03-03,47.27,1.8,1599.05,549.0,8406.0,0.0,97.122,8761.4,3003.37,353.68,359.75,338.67,331.54,342.64
2020-03-04,46.78,1.827,1644.8,562.0,7776.0,0.0,97.307,8757.9,3130.12,342.64,350.45,342.33,241.31,350.25
2020-03-05,45.9,1.772,1647.45,599.0,9766.0,0.0,96.79,9060.3,3023.94,350.25,350.25,331.75,285.7,337.59
2020-03-06,41.14,1.708,1687.0,617.0,13298.0,0.0,95.934,9134.8,2972.37,337.59,337.59,314.02,423.05,318.64
2020-03-09,31.05,1.778,1676.6,616.0,15454.0,0.0,94.87,7933.0,2746.56,318.64,318.64,253.12,879.81,254.65
2020-03-10,34.47,1.936,1657.4,627.0,17244.0,0.0,96.389,7891.2,2882.23,254.65,275.5,250.7,703.39,267.37
2020-03-11,33.13,1.878,1662.5,631.0,27637.0,0.0,96.492,7935.1,2741.38,267.37,267.37,249.13,538.92,252.77
2020-03-12,31.56,1.841,1636.65,633.0,20686.0,0.0,97.464,4826.0,2480.64,252.77,252.77,220.68,591.03,221.69
2020-03-13,31.72,1.869,1588.15,631.0,53232.0,0.0,98.764,5584.3,2711.02,221.69,241.29,215.83,579.72,241.29
2020-03-16,28.96,1.815,1504.65,623.0,54534.0,0.0,98.24,5030.0,2386.13,241.29,241.29,207.53,454.27,208.41
2020-03-17,26.96,1.729,1472.35,612.0,58007.0,0.0,99.804,5261.1,2529.19,208.41,218.92,202.11,460.46,209.92
2020-03-18,20.48,1.604,1506.0,629.0,71130.0,0.0,101.543,5361.4,2398.1,209.92,209.92,172.45,528.86,179.94
2020-03-19,25.09,1.654,1480.7,630.0,98160.0,0.0,103.605,6172.0,2409.39,179.94,193.26,173.18,485.32,192.08
2020-03-20,19.48,1.604,1504.45,625.0,110119.0,0.0,103.502,6205.3,2304.92,192.08,201.48,186.26,590.4,193.93
2020-03-23,23.33,1.602,1494.5,617.0,150230.0,0.0,103.24,6468.9,2237.4,193.93,193.93,178.04,414.42,181.03
2020-03-24,21.03,1.653,1599.5,603.0,143616.0,0.0,102.247,6744.6,2447.33,181.03,211.68,181.03,462.39,210.56
2020-03-25,20.75,1.659,1620.95,582.0,179807.0,0.0,100.997,6678.9,2475.56,210.56,230.58,205.83,466.2,220.02
2020-03-26,16.6,1.637,1620.1,569.0,219637.0,0.0,99.453,6725.1,2630.07,220.02,237.74,219.72,442.39,233.76
2020-03-27,15.48,1.634,1621.2,556.0,225255.0,0.0,98.537,6373.4,2541.47,233.76,233.76,216.33,389.15,217.56
2020-03-30,14.1,1.69,1624.45,548.0,222149.0,0.0,99.281,6391.0,2626.65,217.56,221.96,208.26,423.43,219.81
2020-03-31,20.51,1.64,1604.65,626.0,260758.0,0.0,99.092,6412.5,2584.59,219.81,230.63,219.05,417.28,223.4
2020-04-01,20.28,1.587,1594.25,624.0,278268.0,0.0,99.753,6638.5,2470.5,223.4,223.4,209.97,367.18,213.04
2020-04-02,25.18,1.552,1588.05,624.0,277342.0,0.0,100.271,6800.5,2526.9,213.04,243.25,213.04,604.72,232.37
2020-04-03,28.36,1.621,1609.75,616.0,283230.0,0.0,100.677,6735.9,2488.65,232.37,241.06,223.16,530.84,229.26
2020-04-06,26.21,1.731,1636.6,604.0,241529.0,0.0,100.755,7332.3,2663.68,229.26,242.79,229.26,414.98,241.07
2020-04-07,23.54,1.852,1652.2,596.0,224422.0,0.0,99.914,7185.2,2659.41,241.07,259.47,241.07,483.13,245.9
2020-04-08,24.97,1.783,1649.05,607.0,275739.0,0.0,100.17,7361.2,2749.98,245.9,263.14,245.9,367.69,262.46
2020-04-09,22.9,1.733,1662.5,635.0,285831.0,0.0,99.504,7289.0,2789.82,262.46,279.0,250.05,663.24,259.63
2020-04-14,20.15,1.65,1715.85,679.0,280354.0,0.0,98.885,6850.9,2846.06,258.57,263.15,256.06,342.17,257.37
2020-04-15,19.96,1.598,1712.25,706.0,256095.0,0.0,99.486,6629.1,2783.36,257.37,257.37,237.91,357.39,245.34
2020-04-16,19.82,1.686,1717.85,726.0,320105.0,0.0,100.1,7085.6,2799.55,245.34,245.34,235.05,310.71,235.59
2020-04-17,18.31,1.753,1693.15,751.0,285044.0,0.0,99.836,7035.8,2874.56,235.59,260.55,235.59,408.5,260.17
2020-04-20,-36.98,1.924,1684.95,757.0,239616.0,0.0,100.058,6833.5,2823.16,260.17,260.88,243.82,420.66,251.6
2020-04-21,8.91,1.821,1678.6,728.0,243554.0,0.0,100.374,6842.5,2736.56,251.6,252.04,240.46,408.6,247.38
2020-04-22,13.64,1.939,1702.65,694.0,261393.0,0.0,100.528,7112.9,2799.31,247.38,259.73,247.38,344.2,256.24
2020-04-23,15.06,1.815,1727.55,672.0,265546.0,0.0,100.535,7488.5,2797.8,256.24,270.25,256.24,418.98,263.96
2020-04-24,15.99,1.746,1727.25,665.0,255690.0,0.0,100.434,7503.8,2836.74,263.96,271.33,260.69,395.64,264.51
2020-04-27,12.17,1.819,1717.25,661.0,222193.0,0.0,100.097,7766.0,2878.48,264.51,272.15,256.89,298.61,270.07
2020-04-28,12.4,1.794,1708.1,655.0,238331.0,0.0,99.934,7746.9,2863.39,270.07,278.05,270.04,297.65,275.99
2020-04-29,15.04,1.869,1706.0,643.0,239753.0,0.0,99.644,8770.9,2939.51,275.99,296.97,275.99,400.09,296.28
2020-04-30,19.23,1.949,1716.75,635.0,258753.0,0.0,99.028,8629.0,2912.43,296.28,296.76,285.58,455.71,289.65
2020-05-01,19.72,1.89,1673.05,617.0,273958.0,0.0,99.1,8821.6,2830.71,289.65,289.65,270.04,318.69,272.28
2020-05-04,20.47,1.993,1703.7,598.0,238573.0,0.0,99.567,8874.7,2842.74,272.28,282.47,266.99,309.27,282.38
2020-05-05,24.56,2.134,1696.3,575.0,247873.0,0.0,99.762,9001.0,2868.44,282.38,296.21,281.96,350.96,283.12
2020-05-06,23.88,1.944,1698.9,534.0,282440.0,0.0,100.136,9151.4,2848.42,283.12,286.36,275.43,272.95,275.67
2020-05-07,23.68,1.894,1688.65,514.0,274872.0,0.0,99.906,9979.8,2881.19,275.67,287.88,275.67,280.89,282.49
2020-05-11,24.02,1.826,1698.8,474.0,236263.0,0.0,100.27,8579.8,2930.32,294.75,294.75,288.54,223.24,289.78
2020-05-12,25.76,1.72,1703.45,433.0,259550.0,0.0,99.956,8813.8,2870.12,289.78,291.55,282.93,269.64,282.93
2020-05-13,25.37,1.616,1699.85,398.0,260040.0,0.0,100.291,9298.7,2820.0,282.93,282.93,268.32,322.08,270.52
2020-05-14,27.4,1.681,1716.4,393.0,294046.0,0.0,100.507,9778.4,2852.5,270.52,275.68,259.46,264.3,273.07
2020-05-15,29.44,1.646,1734.85,407.0,293442.0,0.0,100.434,9318.0,2863.7,273.07,278.71,270.02,257.74,272.31
2020-05-18,31.83,1.783,1756.9,427.0,270298.0,0.0,99.681,9730.7,2953.91,272.31,294.7,272.31,347.82,292.87
2020-05-19,32.3,1.83,1735.25,453.0,295959.0,0.0,99.366,9773.3,2922.94,292.87,292.98,284.36,257.18,284.4
2020-05-20,33.56,1.771,1750.05,477.0,311467.0,0.0,99.135,9512.3,2971.61,284.4,296.11,284.4,277.1,295.26
2020-05-21,34.3,1.71,1732.8,494.0,324312.0,0.0,99.403,9059.0,2948.51,295.26,297.7,288.76,281.47,290.88
2020-05-22,33.49,1.731,1732.45,498.0,325329.0,0.0,99.888,9169.7,2955.45,290.88,290.88,283.17,183.59,288.94
2020-05-26,34.7,1.793,1722.75,506.0,283785.0,0.0,98.906,8842.5,2991.77,288.94,300.05,288.94,240.6,297.34
2020-05-27,32.8,1.722,1705.15,502.0,314205.0,0.0,99.058,9199.1,3036.13,297.34,303.18,292.7,251.49,300.79
2020-05-28,33.67,1.827,1723.3,489.0,364431.0,0.0,98.372,9572.2,3029.73,300.79,301.3,291.02,267.44,292.04
2020-05-29,35.57,1.849,1725.65,504.0,367906.0,0.0,98.341,9424.8,3044.31,292.04,293.39,285.33,546.78,291.59
2020-06-01,35.49,1.774,1734.8,520.0,289986.0,0.0,97.82,10189.3,3055.73,291.59,298.04,287.2,269.78,296.5
2020-06-02,36.88,1.777,1740.25,546.0,367190.0,0.0,97.659,9527.6,3080.82,296.5,304.72,296.5,269.62,304.37
2020-06-03,37.33,1.821,1717.6,592.0,342597.0,0.0,97.259,9667.2,3122.87,304.37,314.83,304.37,267.73,313.65
2020-06-04,37.42,1.822,1706.45,632.0,400282.0,0.0,96.657,9794.4,3112.35,313.65,314.34,307.36,277.38,313.17
2020-06-05,39.49,1.782,1709.55,679.0,397624.0,0.0,96.922,9631.2,3193.93,313.17,339.33,313.17,482.39,336.52
2020-06-08,38.17,1.789,1692.0,698.0,307488.0,0.0,96.608,9777.9,3232.39,336.52,351.11,336.52,486.96,351.06
2020-06-09,38.98,1.767,1707.5,714.0,377316.0,0.0,96.321,9768.8,3207.18,351.06,351.06,334.02,346.56,338.46
2020-06-10,39.54,1.78,1717.65,764.0,410327.0,0.0,95.95,9878.8,3190.14,338.46,338.46,321.81,313.87,321.81
2020-06-11,36.43,1.813,1731.9,839.0,416035.0,0.0,96.739,9283.2,3002.1,321.81,321.81,290.91,373.96,291.39
2020-06-12,36.24,1.731,1735.85,923.0,392001.0,0.0,97.305,9466.6,3041.31,291.39,306.81,291.19,311.76,299.28
2020-06-15,37.07,1.669,1710.4,973.0,358033.0,0.0,96.978,9425.4,3066.59,299.28,302.76,283.6,296.98,299.54
2020-06-16,38.26,1.614,1728.35,1054.0,429460.0,0.0,96.933,9523.5,3124.74,299.54,314.21,299.54,299.98,307.99
2020-06-17,37.91,1.638,1717.3,1246.0,438431.0,0.0,97.144,9464.6,3113.49,307.99,307.99,297.85,231.21,297.89
2020-06-18,38.79,1.638,1732.65,1527.0,428147.0,0.0,97.4,9388.1,3115.34,297.89,304.48,293.12,218.13,301.45
2020-06-19,39.72,1.669,1728.55,1555.0,544815.0,0.0,97.577,9314.0,3097.74,301.45,310.53,296.4,468.66,296.4
2020-06-22,40.6,1.664,1745.45,1558.0,418239.0,0.0,96.985,9683.7,3117.86,296.4,298.94,291.79,207.96,298.27
2020-06-23,40.4,1.637,1756.6,1617.0,505922.0,0.0,96.608,9624.6,3131.29,298.27,303.25,297.56,229.72,298.5
2020-06-24,37.91,1.597,1775.7,1705.0,523497.0,0.0,97.129,9302.0,3050.33,298.5,298.5,280.34,272.61,281.97
2020-06-25,38.66,1.482,1758.55,1738.0,539524.0,0.0,97.388,9247.5,3083.76,281.97,288.36,278.18,224.17,287.39
2020-06-26,38.53,1.495,1762.1,1749.0,581183.0,0.0,97.404,9160.0,3009.05,287.39,287.39,276.29,295.46,277.3
2020-06-29,39.67,1.709,1768.8,1794.0,464336.0,0.0,97.501,9185.4,3053.24,277.3,283.59,276.95,222.4,281.26
2020-06-30,39.27,1.751,1770.7,1799.0,532759.0,0.0,97.349,9135.4,3100.29,281.26,289.17,276.11,249.36,287.46
2020-07-01,39.88,1.671,1787.4,1803.0,656608.0,0.0,97.155,9229.9,3115.86,287.46,292.49,280.16,237.92,280.3
2020-07-02,40.57,1.734,1771.85,1823.0,633582.0,0.0,97.301,9085.1,3130.01,280.3,290.14,280.3,214.1,283.46
2020-07-06,40.51,1.83,1774.4,1956.0,495119.0,0.0,96.682,9339.0,3179.72,283.46,290.23,281.08,238.68,284.51
2020-07-07,40.59,1.876,1775.5,1949.0,633034.0,0.0,96.839,9256.0,3145.32,284.51,284.51,275.12,206.81,275.46
2020-07-08,40.91,1.824,1799.35,1849.0,645548.0,0.0,96.368,9429.9,3169.94,275.46,279.85,273.24,212.34,275.17
2020-07-09,39.64,1.779,1812.45,1810.0,679177.0,0.0,96.673,9235.7,3152.05,275.17,275.17,261.64,250.62,261.81
2020-07-10,40.56,1.805,1805.75,1810.0,702958.0,0.0,96.614,9285.1,3185.04,261.81,270.52,260.78,212.9,270.32
2020-07-13,40.06,1.739,1808.05,1792.0,576593.0,0.0,96.407,9243.6,3155.22,270.32,273.79,266.88,215.13,268.87
2020-07-14,40.3,1.746,1798.2,1742.0,667084.0,0.0,96.207,9253.4,3197.52,268.87,278.95,266.48,223.0,278.56
2020-07-15,41.2,1.778,1809.3,1696.0,698481.0,0.0,96.039,9198.7,3226.56,278.56,286.11,278.56,217.04,284.02
2020-07-16,40.74,1.723,1804.6,1699.0,760591.0,0.0,96.319,9135.3,3215.57,284.02,286.25,278.67,162.72,282.57
2020-07-17,40.55,1.718,1802.9,1710.0,732436.0,0.0,95.889,9155.8,3224.73,282.57,286.35,277.27,185.35,278.27
2020-07-20,40.83,1.641,1810.3,1678.0,626173.0,0.0,95.772,9162.4,3251.84,278.27,280.39,273.45,295.08,273.46
2020-07-21,41.76,1.675,1823.2,1594.0,709564.0,0.0,95.06,9387.3,3257.3,273.46,292.24,273.46,339.84,290.28
2020-07-22,41.88,1.681,1851.0,1473.0,845855.0,0.0,94.93,9513.7,3276.02,290.28,290.28,282.44,222.18,286.39
2020-07-23,40.99,1.785,1882.35,1388.0,857727.0,0.0,94.649,9599.6,3235.66,286.39,287.26,282.39,210.89,285.79
2020-07-24,41.23,1.808,1893.85,1317.0,852232.0,0.0,94.38,9546.4,3215.63,285.79,290.08,283.26,182.94,284.11
2020-07-27,41.46,1.734,1940.55,1293.0,691910.0,0.0,93.615,11022.8,3239.41,284.11,285.88,280.47,193.82,284.71
2020-07-28,40.89,1.8,1931.65,1264.0,754918.0,0.0,93.647,10908.5,3218.44,284.71,285.62,279.18,187.98,279.73
2020-07-29,41.13,1.854,1954.35,1317.0,875432.0,0.0,93.432,11105.9,3258.44,279.73,285.74,278.78,195.16,285.7
2020-07-30,39.85,1.829,1952.2,1348.0,852458.0,0.0,93.009,11096.2,3246.22,285.7,285.7,271.68,275.78,273.99
2020-07-31,40.1,1.799,1974.7,1350.0,880930.0,0.0,93.321,11333.4,3271.12,273.99,273.99,266.58,285.58,272.09
2020-08-03,40.83,2.101,1972.95,1385.0,634850.0,0.0,93.507,11224.4,3294.61,272.09,274.29,269.88,251.41,272.81
2020-08-04,41.67,2.193,1972.25,1463.0,775132.0,0.0,93.378,11184.7,3306.51,272.81,280.16,271.88,235.12,279.51
2020-08-05,42.25,2.191,2034.45,1475.0,844071.0,0.0,92.85,11735.1,3327.77,279.51,285.83,279.51,247.72,282.46
2020-08-06,41.93,2.165,2049.15,1500.0,862491.0,0.0,92.768,11757.1,3349.16,282.46,283.45,279.4,187.3,280.45
2020-08-07,41.16,2.238,2061.5,1501.0,864282.0,0.0,93.412,11592.0,3351.28,280.45,281.2,274.77,191.58,280.59
2020-08-10,41.94,2.153,2030.3,1506.0,691315.0,0.0,93.569,11889.2,3360.47,280.59,289.35,280.59,219.26,289.24
2020-08-11,41.53,2.171,1996.6,1510.0,796871.0,0.0,93.6,11390.4,3333.69,289.24,298.49,287.31,272.67,288.55
2020-08-12,42.6,2.152,1931.7,1540.0,833925.0,0.0,93.408,11557.2,3380.35,288.55,293.31,287.0,225.02,290.07
2020-08-13,42.26,2.182,1931.0,1577.0,885778.0,0.0,93.317,11770.9,3373.43,290.07,290.07,283.78,181.0,284.31
