Date,WTI,Gas,Gold,Bdiy,Dollar,Snp,Open,High,Low,Volume,Energy
2020-11-19,41.57,2.592,1857.4,1134.0,92.284,3581.87,264.6,269.29,260.02,234.03,268.65
2020-11-20,41.99,2.65,1867.0,1148.0,92.395,3557.54,268.65,269.3,265.56,201.06,267.24
2020-11-23,42.91,2.711,1863.8,1169.0,92.494,3577.59,267.24,286.58,267.24,304.83,286.18
2020-11-24,44.71,2.775,1818.1,1178.0,92.22,3635.41,286.18,301.7,286.18,366.35,300.95
2020-11-30,45.2,2.882,1771.95,1227.0,91.858,3621.63,289.99,289.99,273.82,387.77,274.42
2020-12-01,44.54,2.88,1796.2,1211.0,91.297,3662.45,274.42,283.3,274.42,250.28,275.62
2020-12-02,45.23,2.78,1832.95,1201.0,91.115,3669.01,275.62,288.69,273.78,254.7,284.3
2020-12-03,45.65,2.507,1834.8,1189.0,90.718,3666.72,284.3,290.82,282.74,265.42,287.34
2020-12-04,46.23,2.575,1839.3,1197.0,90.694,3699.12,287.34,302.96,287.34,310.19,302.94
2020-12-07,45.72,2.406,1832.8,1162.0,90.789,3691.96,302.94,302.94,293.21,243.13,295.55
2020-12-08,45.64,2.399,1864.5,1121.0,90.968,3702.25,295.55,303.1,292.51,245.4,300.19
2020-12-09,45.48,2.442,1859.8,1122.0,91.083,3672.82,300.19,308.02,297.24,309.17,301.14
2020-12-10,46.76,2.553,1834.2,1161.0,90.82,3668.1,301.14,313.4,300.36,309.32,309.95
2020-12-11,46.59,2.591,1833.65,1211.0,90.97,3663.46,309.95,309.95,302.24,226.59,306.38
2020-12-14,47.02,2.682,1820.25,1235.0,90.731,3647.49,306.38,310.85,294.71,270.67,295.55
2020-12-15,47.58,2.682,1844.3,1273.0,90.409,3694.62,295.55,302.74,294.54,228.15,301.23
2020-12-16,47.86,2.677,1861.35,1296.0,90.359,3701.17,301.23,303.29,297.9,215.14,300.04
2020-12-17,48.34,2.636,1871.95,1301.0,89.741,3722.48,300.04,302.61,296.93,199.47,298.33
2020-12-18,49.04,2.7,1878.95,1325.0,89.953,3709.41,298.33,299.61,291.33,393.78,293.33
2020-12-21,47.79,2.705,1869.25,1323.0,89.949,3694.92,293.33,293.33,279.67,234.85,288.06
2020-12-22,47.02,2.78,1873.3,1330.0,90.546,3687.26,288.06,288.22,282.8,190.72,283.04
2020-12-23,47.94,2.608,1867.1,1362.0,90.34,3690.01,283.04,293.23,283.04,184.67,289.2
2020-12-24,48.18,2.518,1872.55,1366.0,90.25,3703.06,289.2,289.2,284.95,78.88,287.38
2021-01-04,47.47,2.581,1930.8,1374.0,89.845,3700.65,286.14,291.67,283.3,209.08,286.5
2021-01-05,49.78,2.702,1946.55,1418.0,89.409,3726.86,286.5,307.14,286.5,321.56,299.49
2021-01-06,50.45,2.716,1957.2,1425.0,89.502,3748.14,299.49,311.37,299.49,387.81,308.45
2021-01-07,50.63,2.729,1911.05,1448.0,89.791,3803.79,308.45,316.1,308.13,244.0,313.06
2021-01-08,52.14,2.7,1891.3,1606.0,90.068,3824.68,313.06,316.9,310.37,222.77,312.78
2021-01-11,52.15,2.747,1847.8,1761.0,90.442,3799.61,312.78,319.02,304.6,223.97,317.86
2021-01-12,53.08,2.753,1861.85,1849.0,90.064,3801.19,317.86,330.47,317.86,318.76,328.98
2021-01-13,52.81,2.727,1852.4,1856.0,90.334,3809.84,328.98,329.45,323.89,224.07,326.33
2021-01-14,53.47,2.666,1840.25,1792.0,90.215,3795.54,326.33,339.85,326.33,272.77,336.14
2021-01-15,52.25,2.737,1853.85,1754.0,90.754,3768.25,336.14,336.14,319.73,289.72,322.58
2021-01-19,52.87,2.546,1843.1,1766.0,90.476,3798.91,322.58,331.39,322.58,243.94,329.3
2021-01-21,53.0,2.491,1867.65,1837.0,90.127,3853.07,330.47,330.47,316.2,258.29,319.12
2021-01-22,52.28,2.446,1853.6,1810.0,90.212,3841.47,319.12,319.12,309.71,216.57,317.54
2021-01-25,52.78,2.602,1855.6,1765.0,90.373,3855.36,317.54,317.54,308.56,229.19,314.17
2021-01-26,52.61,2.656,1853.2,1659.0,90.148,3849.62,314.17,321.54,307.47,214.49,307.5
2021-01-27,52.81,2.76,1846.4,1540.0,90.64,3750.77,307.5,311.64,298.22,283.15,303.22
2021-01-28,52.26,2.664,1839.65,1470.0,90.427,3787.38,303.22,310.51,303.15,231.89,306.92
2021-01-29,52.16,2.564,1852.7,1452.0,90.569,3714.24,306.92,306.92,295.34,258.46,296.52
2021-02-01,53.55,2.85,1857.8,1444.0,90.975,3773.86,296.52,301.45,293.59,185.73,298.59
2021-02-02,54.77,2.845,1847.1,1380.0,91.189,3826.31,298.59,309.0,298.59,217.52,301.85
2021-02-03,55.67,2.789,1834.7,1327.0,91.148,3830.17,301.85,315.49,301.85,214.36,314.75
2021-02-04,56.19,2.935,1811.55,1327.0,91.52,3871.74,314.75,318.25,311.48,187.01,318.16
2021-02-05,56.8,2.863,1808.55,1333.0,91.032,3886.83,318.16,324.33,318.16,211.01,321.1
2021-02-08,57.95,2.882,1811.65,1317.0,90.919,3915.59,321.1,336.1,321.1,259.78,334.5
2021-02-09,58.34,2.835,1846.55,1306.0,90.429,3911.23,334.5,334.5,325.28,225.82,329.41
2021-02-10,58.69,2.911,1843.45,1303.0,90.363,3909.88,329.41,335.9,328.52,229.53,335.48
2021-02-11,58.22,2.868,1841.7,1313.0,90.413,3916.38,335.48,335.48,323.34,315.89,330.36
2021-02-12,59.5,2.912,1818.0,1339.0,90.47,3934.83,330.36,335.38,327.33,162.15,334.99
2021-02-16,60.07,3.129,1823.45,1495.0,90.503,3932.59,334.99,346.17,334.99,229.34,342.57
2021-02-17,61.09,3.219,1788.85,1756.0,90.949,3931.33,342.57,349.68,341.02,187.4,347.55
2021-02-18,60.4,3.082,1782.8,1770.0,90.6,3913.97,347.55,347.55,338.81,174.77,339.66
2021-02-19,59.12,3.069,1773.75,1698.0,90.363,3906.71,339.66,346.43,339.61,170.76,345.23
2021-02-22,61.67,2.953,1798.8,1709.0,89.999,3876.5,345.23,362.24,345.23,261.98,357.22
2021-02-23,61.66,2.879,1809.5,1727.0,90.167,3881.37,357.22,364.2,348.27,271.62,362.97
2021-02-24,63.21,2.854,1807.25,1709.0,90.17,3925.43,362.97,378.11,362.47,290.99,376.2
2021-02-25,63.43,2.777,1792.1,1700.0,90.135,3829.34,376.2,379.3,366.33,257.42,368.66
2021-02-26,61.55,2.771,1765.1,1675.0,90.882,3811.15,368.66,368.66,349.88,281.66,360.19
2021-03-01,60.54,2.777,1746.95,1651.0,91.036,3901.82,360.19,374.61,360.19,216.49,369.47
2021-03-02,59.7,2.839,1728.5,1673.0,90.79,3870.29,369.47,373.58,367.12,193.2,367.31
2021-03-03,61.33,2.816,1727.05,1763.0,90.942,3819.72,367.31,381.19,367.31,233.57,372.55
2021-03-04,63.81,2.746,1710.05,1779.0,91.644,3768.47,372.55,388.64,372.55,355.28,381.76
2021-03-05,66.08,2.701,1696.05,1829.0,91.99,3841.94,381.76,397.18,381.76,373.45,396.54
2021-03-08,65.03,2.664,1694.45,1853.0,92.334,3821.35,396.54,402.05,391.35,272.17,397.13
2021-03-09,64.02,2.662,1702.85,1901.0,91.964,3875.44,397.13,400.56,387.92,257.8,389.54
2021-03-10,64.45,2.692,1711.5,1980.0,91.828,3898.81,389.54,401.39,389.01,244.24,399.8
2021-03-11,66.02,2.668,1736.35,1970.0,91.418,3939.34,399.8,406.81,399.28,199.33,400.11
2021-03-12,65.59,2.6,1703.85,1960.0,91.678,3943.34,400.11,404.35,397.84,168.56,400.82
2021-03-15,65.36,2.484,1727.9,1983.0,91.852,3968.94,400.82,400.82,391.28,183.55,395.81
2021-03-16,64.82,2.562,1732.3,2017.0,91.88,3962.71,395.81,395.81,382.39,211.46,384.62
2021-03-17,64.55,2.528,1736.95,2105.0,91.435,3974.12,384.62,389.49,380.45,200.41,388.23
2021-03-18,59.95,2.481,1734.1,2215.0,91.87,3915.46,388.23,388.23,368.64,256.43,370.06
2021-03-19,61.43,2.535,1737.2,2281.0,91.925,3913.1,370.06,376.16,365.24,425.86,370.11
2021-03-22,61.48,2.582,1733.4,2319.0,91.741,3940.59,370.11,370.63,365.91,195.33,366.39
2021-03-23,57.75,2.508,1739.25,2271.0,92.347,3910.52,366.39,369.3,356.95,250.68,361.4
2021-03-24,61.12,2.518,1734.05,2194.0,92.53,3889.14,361.4,375.29,361.4,206.31,370.51
2021-03-25,58.47,2.57,1729.2,2172.0,92.826,3909.52,370.51,372.77,358.47,210.89,371.44
2021-03-26,60.93,2.557,1727.85,2178.0,92.775,3974.54,371.44,381.49,371.44,201.48,381.18
2021-03-29,61.49,2.586,1723.95,2162.0,92.956,3971.09,381.18,381.18,371.93,161.77,376.37
2021-03-30,60.55,2.623,1696.7,2103.0,93.321,3958.55,376.37,377.0,370.42,147.38,373.35
2021-03-31,59.19,2.608,1685.35,2046.0,93.236,3972.89,373.35,373.82,369.07,171.68,369.89
2021-04-01,61.41,2.639,1715.85,2072.0,92.947,4019.87,369.89,379.77,369.89,235.55,379.71
2021-04-06,59.34,2.456,1731.05,2092.0,92.348,4073.94,370.57,377.47,369.24,172.36,369.6
2021-04-07,59.77,2.52,1736.0,2127.0,92.472,4079.95,369.6,372.77,368.63,157.86,371.23
2021-04-08,59.61,2.522,1743.7,2088.0,92.069,4097.17,371.23,371.23,362.16,175.68,366.17
2021-04-09,59.29,2.526,1747.95,2085.0,92.16,4128.8,366.17,369.25,362.24,151.43,364.35
2021-04-12,59.7,2.561,1741.55,2145.0,92.144,4127.99,364.35,369.59,359.86,154.08,360.91
2021-04-13,60.2,2.619,1728.1,2140.0,91.844,4141.59,360.91,363.37,357.94,149.15,361.26
2021-04-14,63.15,2.618,1743.3,2178.0,91.674,4124.66,361.26,376.4,361.26,212.53,371.78
2021-04-15,63.42,2.658,1748.0,2323.0,91.618,4170.42,371.78,371.78,367.04,157.45,368.5
2021-04-16,63.16,2.68,1766.45,2385.0,91.544,4185.47,368.5,371.96,364.07,156.7,365.19
2021-04-19,63.33,2.749,1788.4,2432.0,91.05,4163.26,365.19,368.8,361.58,146.05,364.98
2021-04-20,62.61,2.727,1765.5,2472.0,91.227,4134.94,364.98,364.98,351.83,197.65,355.26
2021-04-21,61.34,2.692,1781.05,2710.0,91.129,4173.42,355.26,361.14,349.33,179.9,360.5
2021-04-22,61.45,2.749,1785.65,2750.0,91.321,4134.98,360.5,361.13,354.69,193.04,355.42
2021-04-23,62.18,2.73,1785.3,2788.0,90.839,4180.17,355.42,360.25,353.97,152.42,358.74
2021-04-26,62.02,2.79,1779.65,2808.0,90.78,4187.62,358.74,363.71,358.2,149.83,361.03
2021-04-27,63.03,2.873,1780.9,2889.0,90.892,4186.72,361.03,366.81,360.98,168.08,365.57
2021-04-28,63.81,2.925,1764.15,2957.0,90.593,4183.18,365.57,379.38,365.57,214.2,377.8
2021-04-29,65.0,2.911,1774.65,3007.0,90.593,4211.47,377.8,386.6,377.46,196.57,381.98
2021-04-30,63.5,2.931,1768.8,3053.0,91.27,4181.17,381.98,381.98,371.27,202.6,371.6
2021-05-04,65.72,2.967,1784.95,3157.0,91.275,4164.66,382.43,385.66,378.34,207.32,382.51
2021-05-05,65.63,2.938,1778.05,3266.0,91.293,4167.59,382.51,396.35,382.51,175.88,395.24
2021-05-06,64.73,2.928,1793.15,3212.0,90.936,4201.62,395.24,397.23,387.87,198.29,397.15
2021-05-07,64.96,2.958,1820.5,3183.0,90.216,4232.6,397.15,405.02,392.03,220.45,404.65
2021-05-10,64.92,2.932,1834.15,3240.0,90.185,4188.43,404.65,415.73,404.34,223.17,404.45
2021-05-11,65.31,2.955,1837.15,3254.0,90.124,4152.1,404.45,404.45,390.97,232.71,394.09
2021-05-12,65.96,2.969,1833.6,3139.0,90.686,4063.04,394.09,405.98,392.69,244.47,394.33
2021-05-13,63.82,2.973,1814.3,3077.0,90.735,4112.5,394.33,396.42,384.24,201.36,389.01
2021-05-14,65.32,2.961,1833.5,2939.0,90.318,4173.85,389.01,402.62,389.01,199.86,401.29
2021-05-17,66.24,3.109,1848.45,2856.0,90.142,4163.29,401.29,410.66,399.3,202.54,410.53
2021-05-18,65.49,3.012,1867.4,2795.0,89.734,4127.83,410.53,410.81,399.13,209.22,399.72
2021-05-19,63.28,2.964,1860.0,2801.0,90.191,4115.68,399.72,399.72,384.66,208.59,389.63
2021-05-20,61.95,2.925,1869.35,2824.0,89.795,4159.12,389.63,390.94,383.89,171.68,389.17
2021-05-21,63.61,2.906,1877.65,2869.0,90.005,4155.86,389.17,395.53,389.17,160.17,389.91
2021-05-24,66.13,2.886,1876.85,2881.0,89.838,4197.05,389.91,394.67,388.29,196.04,393.76
2021-05-25,66.27,2.913,1882.8,2809.0,89.628,4188.13,393.76,393.76,385.13,198.74,385.73
2021-05-26,66.41,2.984,1904.3,2754.0,90.03,4195.99,385.73,390.5,384.31,182.23,389.32
2021-05-27,66.87,2.958,1895.05,2688.0,89.959,4200.88,389.32,394.19,387.05,274.89,389.54
2021-05-28,66.31,2.986,1892.45,2596.0,89.993,4204.11,389.54,391.44,388.0,148.13,389.82
2021-06-01,67.8,3.104,1907.7,2568.0,89.819,4202.04,389.82,405.73,389.82,277.18,405.14
2021-06-02,68.79,3.075,1895.9,2530.0,89.901,4208.12,405.14,414.11,402.68,242.15,412.19
2021-06-03,68.81,3.041,1892.15,2472.0,90.501,4192.85,412.19,415.63,408.17,240.07,413.47
2021-06-04,69.57,3.097,1869.55,2438.0,90.133,4229.89,413.47,417.76,410.09,172.27,415.85
2021-06-07,69.21,3.07,1882.05,2428.0,89.946,4226.52,415.85,418.44,413.72,137.93,414.25
2021-06-08,70.11,3.128,1892.05,2420.0,90.076,4227.26,414.25,418.81,408.19,189.84,417.89
2021-06-09,69.9,3.129,1890.45,2481.0,90.121,4219.55,417.89,421.03,415.42,185.48,415.56
2021-06-10,70.34,3.149,1882.0,2669.0,90.078,4239.18,415.56,423.12,410.86,184.82,415.02
2021-06-11,71.0,3.296,1891.95,2857.0,90.55,4247.44,415.02,418.72,413.1,146.62,413.47
2021-06-14,70.94,3.352,1859.75,2944.0,90.475,4255.15,413.47,417.7,408.71,169.68,411.85
2021-06-15,72.06,3.24,1863.85,3025.0,90.502,4246.59,411.85,421.03,411.85,182.07,420.34
2021-06-16,72.03,3.251,1858.1,3176.0,91.208,4223.7,420.34,422.76,414.42,202.46,418.31
2021-06-17,71.06,3.253,1806.75,3267.0,91.873,4221.86,418.31,420.41,398.6,254.9,403.71
2021-06-18,71.64,3.215,1792.35,3218.0,92.209,4166.45,403.71,403.71,391.77,317.94,391.92
2021-06-21,73.64,3.191,1782.45,3190.0,91.881,4224.79,391.92,409.4,391.92,194.94,408.73
2021-06-22,73.15,3.258,1779.1,3119.0,91.751,4246.44,408.73,413.17,403.58,149.28,411.46
2021-06-23,73.11,3.333,1782.9,3147.0,91.785,4241.84,411.46,419.92,411.46,174.36,412.55
2021-06-24,73.31,3.418,1780.2,3175.0,91.795,4266.49,412.55,416.47,410.76,141.44,416.07
2021-06-25,74.21,3.496,1783.25,3255.0,91.844,4280.7,416.07,418.44,414.98,199.07,418.03
2021-06-28,72.98,3.617,1774.25,3324.0,91.876,4290.61,418.03,418.03,402.75,180.34,404.13
2021-06-29,73.14,3.63,1769.6,3418.0,92.041,4291.8,404.13,408.8,401.81,145.88,402.1
2021-06-30,73.52,3.65,1757.8,3383.0,92.431,4297.5,402.1,408.39,402.1,175.94,407.37
2021-07-01,75.33,3.661,1774.0,3338.0,92.594,4319.94,407.37,417.85,407.37,197.06,414.36
2021-07-02,75.37,3.7,1783.5,3285.0,92.413,4352.34,414.36,414.95,409.28,127.33,413.52
2021-07-06,73.62,3.637,1807.8,3179.0,92.543,4343.54,413.52,413.52,398.71,202.82,400.28
2021-07-07,72.22,3.596,1804.25,3241.0,92.645,4358.13,400.28,403.26,389.48,177.61,393.37
2021-07-08,72.98,3.688,1810.25,3281.0,92.406,4320.82,393.37,395.12,385.62,168.46,391.55
2021-07-09,74.56,3.674,1803.4,3300.0,92.116,4369.55,391.55,400.0,391.55,150.32,399.42
2021-07-12,74.21,3.749,1802.95,3300.0,92.256,4384.63,399.42,401.46,392.55,135.94,398.98
2021-07-13,75.24,3.696,1807.85,3228.0,92.759,4369.21,398.98,399.7,393.79,133.39,396.15
2021-07-14,73.06,3.66,1813.05,3139.0,92.405,4374.3,396.15,401.97,383.11,189.84,384.51
2021-07-15,71.67,3.614,1832.0,3073.0,92.631,4360.03,384.51,384.96,377.55,177.06,379.08
2021-07-16,71.76,3.674,1822.0,3039.0,92.687,4327.16,379.08,381.78,367.74,191.99,368.6
2021-07-19,66.45,3.779,1803.25,3059.0,92.9,4258.63,368.6,368.6,350.69,277.61,355.36
2021-07-20,67.32,3.876,1815.3,3053.0,92.979,4323.21,355.36,363.92,352.91,208.9,360.26
2021-07-21,70.26,3.959,1805.9,3058.0,92.759,4358.69,360.26,375.89,360.26,209.07,372.98
2021-07-22,72.15,4.003,1797.4,3103.0,92.83,4367.48,372.98,372.98,365.8,148.26,368.77
2021-07-23,72.24,4.06,1803.05,3199.0,92.928,4411.8,368.77,368.77,363.57,156.5,367.17
2021-07-26,72.15,4.102,1808.15,3210.0,92.651,4422.23,367.17,377.64,367.17,163.27,376.34
2021-07-27,71.68,3.971,1797.15,3166.0,92.436,4401.46,376.34,376.34,368.41,157.8,372.54
2021-07-28,72.37,4.044,1799.3,3154.0,92.317,4400.65,372.54,379.04,370.48,151.17,376.15
2021-07-29,73.62,4.059,1819.45,3214.0,91.871,4419.15,376.15,382.26,376.15,144.32,379.67
2021-07-30,73.93,3.914,1828.25,3292.0,92.188,4395.26,379.67,379.96,371.01,190.05,372.99
2021-08-02,71.31,3.935,1807.55,3282.0,92.065,4387.11,372.99,382.5,369.98,180.96,370.33
2021-08-03,70.64,4.027,1809.7,3281.0,92.088,4423.15,370.33,377.44,365.84,184.66,377.11
2021-08-04,68.19,4.158,1812.45,3318.0,92.274,4402.68,377.11,377.11,365.95,215.49,366.06
2021-08-05,69.1,4.14,1811.2,3376.0,92.252,4429.1,366.06,374.98,366.06,163.95,370.75
2021-08-06,68.26,4.14,1799.45,3371.0,92.8,4436.52,370.75,376.69,370.75,137.02,374.19
2021-08-09,66.56,4.06,1741.5,3371.0,92.938,4432.35,374.19,374.19,366.21,147.57,368.66
2021-08-10,68.33,4.089,1729.55,3375.0,93.055,4436.75,368.66,375.94,368.66,157.81,375.0
2021-08-11,69.3,4.059,1734.05,3410.0,92.918,4447.7,375.0,378.51,371.89,138.33,377.82
2021-08-12,69.12,3.933,1755.5,3503.0,93.038,4460.84,377.82,378.12,371.67,120.75,375.97
2021-08-13,68.36,3.861,1757.65,3566.0,92.512,4468.0,375.97,375.97,370.69,128.51,371.14
2021-08-16,67.44,3.946,1775.75,3606.0,92.619,4479.66,371.14,371.14,361.56,156.2,364.35
2021-08-17,66.5,3.837,1794.05,3657.0,93.145,4448.08,364.35,366.54,357.65,152.48,361.0
2021-08-18,65.36,3.852,1788.1,3833.0,93.144,4400.27,361.0,362.42,351.94,161.71,352.34
2021-08-19,63.69,3.83,1788.2,3976.0,93.588,4405.8,352.34,352.34,338.39,246.42,342.99
2021-08-20,62.25,3.851,1782.95,4092.0,93.508,4441.67,342.99,346.05,338.73,168.45,343.95
2021-08-23,65.65,3.945,1786.9,4147.0,92.971,4479.54,343.95,357.84,343.95,166.91,356.92
2021-08-24,67.5,3.896,1802.95,4201.0,92.901,4486.23,356.92,364.4,356.92,156.91,362.68
2021-08-25,68.54,3.897,1794.7,4193.0,92.832,4496.19,362.68,367.21,359.53,135.08,365.28
2021-08-26,67.42,4.184,1783.8,4195.0,93.078,4469.91,365.28,365.28,359.2,130.06,359.77
2021-08-27,68.84,4.37,1795.5,4235.0,92.694,4509.37,359.77,371.71,359.77,166.01,369.21
2021-08-31,68.43,4.377,1814.3,4132.0,92.635,4522.68,364.92,366.19,361.44,205.85,362.26
2021-09-01,68.63,4.615,1813.9,4013.0,92.449,4524.09,362.26,363.69,355.6,192.07,356.8
2021-09-02,70.07,4.641,1815.15,4001.0,92.228,4536.95,356.8,368.74,356.8,185.95,365.82
2021-09-03,69.34,4.712,1812.05,3944.0,92.033,4535.43,365.82,367.8,362.16,129.55,363.88
2021-09-07,68.49,4.568,1810.75,3707.0,92.514,4520.03,363.88,366.44,360.31,135.23,361.8
2021-09-08,69.36,4.914,1797.95,3618.0,92.65,4514.07,361.8,365.97,357.0,155.24,357.11
2021-09-09,68.26,5.031,1795.35,3643.0,92.48,4493.28,357.11,363.15,352.94,160.19,357.55
2021-09-10,69.82,4.938,1799.9,3864.0,92.59,4458.58,357.55,363.61,356.48,131.17,357.39
2021-09-13,70.54,5.231,1787.85,4163.0,92.652,4468.73,357.39,370.2,357.39,196.11,367.9
2021-09-14,70.53,5.26,1788.65,4221.0,92.614,4443.05,367.9,371.16,360.89,173.39,362.2
2021-09-15,72.59,5.46,1801.4,4233.0,92.534,4480.7,362.2,376.26,362.2,251.43,376.02
2021-09-16,72.69,5.335,1781.45,4215.0,92.919,4473.76,376.02,376.02,369.88,161.24,372.04
2021-09-17,72.09,5.105,1766.1,4275.0,93.176,4432.99,372.04,375.81,368.29,397.21,369.23
2021-09-20,70.41,4.985,1757.15,4304.0,93.256,4357.73,369.23,369.23,352.3,220.84,358.0
2021-09-21,70.51,4.805,1766.45,4410.0,93.2,4354.18,358.0,364.09,355.51,164.63,359.34
2021-09-22,72.37,4.805,1775.35,4560.0,93.46,4395.64,359.34,374.87,359.34,215.99,370.71
2021-09-23,73.43,4.976,1771.05,4651.0,93.03,4448.98,370.71,384.45,370.71,195.78,383.35
2021-09-24,74.18,5.14,1755.15,4644.0,93.335,4455.48,383.35,388.38,380.98,159.03,386.57
2021-09-27,75.54,5.706,1749.15,4717.0,93.381,4443.11,386.57,401.42,386.57,250.83,399.83
2021-09-28,75.44,5.841,1739.65,4962.0,93.78,4352.63,399.83,408.12,399.83,285.97,401.67
2021-09-29,75.06,5.477,1741.65,5197.0,94.353,4359.46,401.67,403.97,396.36,233.16,401.66
2021-09-30,75.22,5.867,1730.95,5167.0,94.24,4307.54,401.66,402.77,395.88,246.83,395.88
2021-10-01,76.01,5.619,1755.6,5202.0,94.047,4357.05,395.88,409.45,395.88,206.98,408.94
2021-10-04,77.68,5.766,1751.85,5267.0,93.78,4300.46,408.94,420.19,408.94,372.0,415.6
2021-10-05,79.17,6.312,1758.0,5409.0,93.967,4345.72,415.6,425.57,413.7,262.18,418.0
2021-10-06,77.66,5.675,1748.25,5647.0,94.272,4363.55,418.0,418.0,406.49,232.03,413.6
2021-10-07,78.46,5.677,1758.55,5650.0,94.221,4399.76,413.6,418.7,412.42,210.59,416.45
2021-10-08,79.55,5.565,1757.5,5526.0,94.079,4391.36,416.45,430.49,416.45,203.84,429.46
2021-10-11,80.64,5.345,1752.55,5488.0,94.326,4361.19,429.46,436.75,427.28,216.17,427.71
2021-10-12,80.75,5.505,1759.1,5378.0,94.519,4350.64,427.71,431.79,425.04,194.73,427.6
2021-10-13,80.67,5.59,1767.45,5206.0,94.08,4363.8,427.6,429.51,420.0,171.54,427.19
2021-10-14,81.43,5.687,1797.15,5062.0,93.961,4438.23,427.19,433.94,427.19,167.51,432.43
2021-10-15,82.39,5.41,1781.45,4854.0,93.938,4471.37,432.43,438.73,432.43,173.94,434.44
2021-10-18,82.62,4.989,1762.45,4732.0,93.945,4486.48,434.44,441.08,432.57,217.66,434.89
2021-10-19,83.19,5.088,1779.4,4714.0,93.728,4519.63,434.89,441.4,434.47,175.7,439.87
2021-10-20,84.4,5.17,1778.15,4751.0,93.535,4536.19,439.87,443.62,435.16,173.73,443.53
